Gene_Name,Statistic
KCNQ1,4.0
C19orf52,52.0
CCSER2,33.0
LITAF,92.0
NTF3,527.0
SLC43A3,49.0
INHBA,612.0
DDX39B,170.0
ZNF436,86.0
C22orf26,370.0
FH,66.0
ICAM3,131.0
MSANTD1,28.5
DGKA,18.0
PFDN5,121.0
PLBD1,208.0
TNFAIP1,192.0
CCR4,187.0
CHRAC1,175.0
LRRN1,480.0
OSBPL1A,250.0
ELL,449.0
PDCL,351.0
KHDRBS1,65.0
KRT6A,0.0
CCDC91,206.5
SMTNL2,68.0
GINS4,3.0
BMF,629.0
BMP7,49.0
CPQ,8.0
MRPL30,46.0
CXCL3,41.0
TMEM66,2.0
TACC2,126.0
C2orf49,168.0
RSU1,33.0
OTOF,604.0
C19orf60,554.0
EXOSC6,377.0
UBE2F,347.5
AVIL,509.5
LRRC4B,100.0
RASSF5,60.0
PPP3CA,251.0
APOL6,40.0
HNRNPUL2,454.0
KANSL3,146.0
DAPK1,75.0
LAMA5,332.0
PTPRF,10.0
ATP1A3,511.0
PRIMPOL,518.0
TUBGCP3,235.0
USP31,2.0
RASEF,132.0
PLA2G10,10.0
PBX1,471.0
SPATS2L,320.0
AHI1,292.0
CXCL12,6.0
ANKRD50,371.5
IFT52,467.0
PLEKHA7,474.0
FLNC,262.0
CCM2,473.0
DOHH,383.0
GPR89C,391.0
LPL,0.0
IL12RB1,3.0
EZR,76.0
LSR,12.0
TM7SF3,391.0
PCDH17,15.0
POLR3K,153.5
CPVL,127.0
MMP7,394.0
WDR74,40.0
TNNT3,533.0
ZP3,0.0
KBTBD3,241.0
WBP1,571.0
SWI5,60.0
C7orf31,405.0
GRWD1,227.0
ZNF780B,507.0
EMP2,0.0
MAT1A,322.0
FBXO8,0.0
PARP16,234.0
ST6GALNAC4,16.0
CLEC3B,0.0
LRRC29,199.0
UBE2Q2,624.0
HMMR,3.0
SPIRE2,553.0
PLEKHH2,0.0
FXYD3,196.0
FCER1A,0.0
NCK1,199.0
DSN1,12.0
CD247,81.0
MLANA,344.0
RAB37,0.0
THUMPD2,82.0
CENPB,473.0
ZDHHC23,573.0
PCMT1,510.0
ELP5,434.0
HVCN1,91.0
ALOX15,349.0
COG6,610.5
SFTPA1,0.0
CA8,193.0
RPL38,255.0
RNF215,128.0
STAR,71.0
RASGRF2,264.0
SLC16A11,4.0
C17orf51,562.0
PLEKHN1,12.0
KIF18A,3.0
IL17RC,59.0
RC3H1,147.0
PTDSS1,16.0
TMEM115,39.0
QDPR,86.0
FABP4,0.0
ZNF514,251.0
MMP17,239.0
MLH1,14.0
SPRY3,317.0
EIF3L,481.0
VRK1,10.0
NUDT17,495.0
DRG2,593.0
C16orf46,320.0
ZNF717,165.0
FAM13B,1.0
POLR3C,383.0
FMNL1,10.0
MGST3,31.0
DDX41,340.0
FAM117A,374.0
ADC,555.0
LAYN,584.0
ZXDB,335.5
FASTKD5,454.0
C3orf35,215.0
SH3PXD2A,346.0
CLEC5A,437.0
NUP98,449.0
MAGEF1,63.0
ACOX1,444.0
NOB1,25.0
TSC22D1,54.0
NUTF2,93.0
LRRC69,194.0
SMARCC1,88.0
DCUN1D4,365.0
C10orf118,183.0
ZBTB45,485.0
FAM96A,399.0
RGL4,111.0
C9orf172,505.0
SLC12A5,446.0
FCHSD1,374.0
C9orf116,135.0
MMS19,572.0
GPLD1,396.0
CDKN2AIP,233.0
RBKS,76.0
B4GALT2,0.0
LRRC2,11.0
CCDC93,445.0
GAA,347.0
L3HYPDH,447.0
LHX6,262.0
EPHA2,477.0
MEA1,80.0
VAC14,464.0
SLC46A2,0.0
ZHX1-C8ORF76,175.0
ZNF33B,56.0
ACOX3,390.0
HSD17B12,88.0
CACNA2D3,333.0
MXI1,632.0
PDSS1,60.0
MYCL,21.0
ITIH5,25.0
ALS2,580.0
PLTP,288.0
FBN2,65.0
LRRC4,622.0
WSCD1,29.0
MCF2L2,80.0
DDX6,542.0
MSANTD2,155.0
GPT,449.0
RASA4B,13.0
YTHDC2,210.0
CLTB,529.0
SLC25A45,25.0
TLE6,60.0
GAL3ST4,241.0
GNMT,0.0
CLEC7A,156.0
HEY2,466.0
FAM177A1,6.0
SND1,105.0
TSC22D4,624.0
TNK1,193.0
KIF5C,531.0
PDE1B,8.0
BYSL,54.0
SPTBN5,301.0
ZNF273,115.0
MAP1LC3B2,175.0
RAB11FIP3,190.0
MAST4,105.0
C2CD5,600.0
TBC1D17,331.0
CYYR1,5.0
PLEKHB2,44.0
KIAA1462,0.0
SGK3,241.0
C11orf52,56.0
EIF6,16.0
EPC1,55.0
DIS3,368.0
NELFE,215.0
TSKU,3.0
AOC2,121.0
TTC39C,35.0
SLC29A3,196.0
MVB12B,0.0
FUT11,113.0
VPS51,236.0
PKP1,15.0
PPP1R14A,0.0
CDKN2A,78.0
MCM8,1.0
HSPA9,156.0
RBM39,569.0
DNAJB11,33.0
PRKDC,0.0
PEX5,468.0
UNC119,77.0
TRIP4,601.0
FGF18,2.0
NRBP1,17.0
CRYL1,0.0
PLEKHS1,344.0
EIF2B3,578.0
METAP1,6.0
TMEM80,32.0
SAPCD2,0.0
DACT1,622.0
LEPR,0.0
PDGFRB,259.5
HIST1H4J,97.0
EXOC8,152.0
RALGPS1,173.0
MED24,323.0
STRADB,377.0
ACSL3,241.0
ZNF215,256.0
MSRB3,18.0
QSOX2,38.0
PCCA,86.0
CMTR1,498.0
FOXRED1,43.0
ITPR1,5.0
ZHX3,208.0
DUT,121.0
RDH16,33.0
PRRG2,614.0
MORC4,119.0
ZNF223,612.0
PI4K2A,303.0
RMI1,36.0
SLC27A3,2.0
GRID2IP,558.0
PGGT1B,255.0
TSC22D3,9.0
SERPINB8,472.0
PHF11,31.0
IP6K2,443.0
INPP5F,265.0
REEP1,235.0
IFIH1,366.0
MPLKIP,44.0
CREBZF,447.0
FCRL5,388.0
HN1,1.0
OMD,283.0
ATAD3C,57.0
ZNF736,403.0
PDE4DIP,87.0
SIGIRR,105.0
ZNF594,375.0
MBNL1,2.0
PIBF1,277.0
STX2,0.0
MRPS30,2.0
PLCB4,457.0
LIMS3L,227.0
GYPC,0.0
PROS1,3.0
PSKH1,315.0
TSPYL1,17.0
ERGIC1,63.0
TSPAN13,7.0
GPR146,0.0
ATE1,179.0
GPC2,12.0
H2AFY2,72.0
GLCCI1,121.0
NARF,29.0
BTBD8,368.0
SPATA5L1,31.0
MPHOSPH8,13.0
PPP1R2,219.0
TAF10,388.0
RPS6,358.0
RAD1,5.0
PDSS2,125.0
MAP4,69.0
LDHD,57.0
DOC2A,616.0
MTHFD2L,435.0
FBXL2,63.0
KLF3,481.0
MPDZ,57.0
PDE10A,566.0
GALE,364.0
GOSR2,332.0
CENPL,0.0
LYRM7,627.0
DHX57,10.0
VMP1,336.0
KDR,37.0
FAM111B,2.0
NME1,5.0
STK25,369.0
KCNQ5,95.0
PGS1,92.0
MARCH1,62.0
IVNS1ABP,247.0
WDR83OS,290.5
TCIRG1,106.0
NLE1,15.0
TIGD7,310.0
SCNN1D,425.0
LYN,102.0
C1orf123,29.0
RASSF8,41.0
MBOAT7,239.0
NGLY1,281.0
ST8SIA4,24.0
TBC1D12,31.0
SESN2,392.0
DNAJC11,214.0
VOPP1,320.0
PBDC1,323.0
GLTPD1,413.0
FILIP1L,24.0
SKA2,75.0
GZMB,202.0
A1BG,441.0
MOK,609.0
WDR11,164.0
MYPOP,32.0
GLTSCR1,568.0
PDCD2L,8.0
ITSN2,7.0
FAXDC2,0.0
PIGX,5.0
SIGLEC10,452.0
ANKHD1-EIF4EBP3,75.0
DCTD,513.0
NACAD,241.0
MEAF6,263.0
GGA3,154.0
DNAJC13,170.0
SLC25A37,285.0
BUD13,601.0
GPX1,44.0
DOT1L,600.0
PHEX,155.0
FAM211B,488.0
TTC23,614.0
MT1G,596.0
ILF2,0.0
LYPD3,1.0
UBR3,310.0
RPS6KC1,68.0
TENC1,1.0
LGALS9,189.0
PDIA3,35.0
CDH11,447.0
ZNF221,636.0
C9orf16,351.0
HOMER2,315.0
GID8,0.0
BRPF1,197.0
ARSG,475.0
IRF7,614.0
CCR5,207.0
ZNF44,23.0
RNF169,495.0
FBXO27,53.0
C17orf89,21.0
MUS81,509.0
GNL3L,285.0
ALDH3A1,262.0
CCDC97,540.0
FAS,94.0
PRKAA1,581.0
CSPP1,260.0
NDNF,0.0
C16orf80,453.0
KCTD20,451.0
PARN,260.0
DECR2,239.0
SMAD9,3.0
TOP1MT,15.0
PSCA,590.0
LENG1,189.0
POLR3F,268.0
MYCN,136.0
VAMP3,48.0
RANBP17,289.0
XKR6,332.0
ATG12,581.0
C4orf36,435.0
CLK3,177.0
ERMAP,239.0
SLC12A6,588.0
STXBP6,43.0
NR2C2AP,32.0
C2orf54,24.0
TRAPPC6A,455.0
PBLD,163.0
PURB,377.0
IKZF1,56.0
MED22,382.0
ODC1,362.0
ISG20,227.0
STYXL1,182.0
FAM105A,0.0
ZNF853,454.0
SPATA12,559.5
LMTK3,460.0
C17orf82,414.0
SPIN4,546.0
FAM86A,167.0
CD81,2.0
TMX4,64.0
NFKBID,150.0
REEP2,167.0
RNPS1,16.0
RPS12,601.0
BAIAP2,301.0
ADAMTS5,505.5
FOXP2,535.5
ROBO2,55.0
CCNC,251.0
PRKRIR,544.0
ARRDC1,314.0
HDDC3,561.0
MFNG,0.0
PNPLA6,5.0
WDR54,372.0
RP2,11.0
STIL,1.0
FREM1,60.0
ECE1,512.0
DBF4,0.0
ZNF418,236.0
MESDC2,220.0
AARD,51.0
ZNF626,165.0
SLC22A1,510.0
PPWD1,164.0
ZC2HC1C,9.0
C16orf93,296.0
ABCB8,584.0
KIRREL3,579.0
CD33,0.0
RSPO3,64.0
BLVRB,327.0
MBNL3,284.0
DAAM1,535.0
IER3IP1,392.0
MLLT10,456.0
RAD21,111.0
TMED5,3.0
TXNDC9,286.0
LMAN2L,183.0
RNFT2,111.0
FERMT3,4.0
DUSP8,87.0
RBM33,599.5
CTPS1,15.0
GADD45G,129.0
SYTL2,169.0
CCNT2,546.0
DYNLRB1,256.0
HSPA14,75.0
INTU,634.0
PPOX,491.0
ABCF2,84.0
SZT2,258.0
PPP1R3C,118.0
CCDC122,438.0
PLCH2,55.0
BACH2,463.0
TBC1D19,422.0
CUL2,115.0
DNAH11,258.0
ARMCX3,136.0
VPS33B,542.0
SLC25A18,241.5
TEC,8.0
CRAT,591.0
MATN3,79.0
KLHL12,43.0
GPRIN1,6.0
THOP1,3.0
TMEM178A,46.0
ADRA2B,198.0
SUPV3L1,70.0
PPP1R13L,186.0
CABLES2,9.0
SEC61G,60.0
RIMKLB,397.0
PSMB5,43.0
LIN7C,332.0
PARP14,92.0
L3MBTL3,570.5
EPS8L2,272.0
AASDH,600.0
TOR2A,587.0
WIPI2,156.0
KLRD1,17.0
NOLC1,129.0
GCHFR,48.0
SPRTN,56.0
MYLIP,113.0
C16orf71,174.0
PNO1,83.0
MRPL28,134.0
MT-CO1,141.0
UNC5B,594.0
PPP1R21,284.0
ALOX5AP,2.0
MBD6,321.0
RRN3,358.0
DOPEY1,54.0
CLIC3,3.0
SSX2IP,9.0
SGIP1,224.0
TRIM28,0.0
PI4KA,499.0
C12orf79,630.0
CILP2,62.0
SLC23A1,190.0
ZNF763,0.0
IPO13,93.0
ATP6V1C1,89.0
ATRIP,353.0
C7orf60,207.0
ZNF331,61.0
CCDC88B,85.0
PLEKHM2,365.0
TBX15,185.0
PYCR1,2.0
GPR126,68.0
AP3S2,405.0
NFATC2IP,245.0
DHX16,334.0
SLC6A16,54.0
TRIM45,31.0
HDAC6,243.0
ITGB5,150.0
MMP10,61.0
HIF1A,150.0
TRIM66,422.0
CAV2,63.0
ACYP1,71.0
CASC3,411.0
CSNK1G3,534.0
FAM110A,36.0
PXDC1,4.0
SUMO3,343.0
BCAP29,87.0
SLC1A4,34.0
GAK,203.0
UNC5C,102.0
MGAT3,66.0
TCP11L2,2.0
ZNF518B,212.0
TFRC,192.0
SEPHS1,54.0
DEDD2,502.0
NIPA2,307.0
BEND3,36.0
MAP2K1,499.0
ZNF688,161.0
COX11,323.0
USP40,308.0
SAP30L,309.0
LATS2,49.0
XPC,14.0
ENSA,549.5
EIF4A3,19.0
CEBPB,106.0
PSMG3,12.0
SS18,421.0
TMEM258,232.0
RARG,17.0
PPFIBP2,346.0
TTLL4,222.0
C12orf45,117.0
ANKH,174.0
BNIP2,103.0
ZWILCH,1.0
PIP4K2C,111.0
ITGA4,151.0
SYT8,471.0
ELK4,331.0
FZD9,110.0
SEC16B,421.0
S1PR5,62.0
TNRC6B,248.0
HLA-DRB1,1.0
FCER1G,8.0
MGST1,365.0
NBPF9,186.5
SYPL2,23.0
PFKFB3,242.0
NAAA,72.0
NOV,360.0
TMEM53,63.0
FMO4,626.0
CXCL5,84.0
ZCCHC24,1.0
FAM131B,597.0
CHRNE,370.0
PIK3CB,313.0
AIM1,409.0
PKIB,469.0
SRSF4,430.0
SGSH,146.0
SYNRG,268.0
AXIN1,215.0
DIAPH1,106.0
MRPS23,106.0
RAPGEF2,31.0
FAM19A2,217.5
SLC25A17,11.0
CPSF2,80.0
PDGFRA,380.0
C10orf76,35.0
RBM38,296.0
AKAP1,530.0
GCK,548.0
MANEAL,341.0
CDC7,17.0
TTC3,579.0
IKZF5,71.0
CABYR,1.0
SUPT6H,486.0
CHD1,105.0
ZNF397,479.0
DDX60L,71.0
C2orf76,446.0
ASNA1,516.5
FDXACB1,503.0
IP6K1,43.0
ERO1L,1.0
EXOSC4,9.0
ZNF268,570.0
C4orf32,0.0
KLF11,108.0
VTI1A,461.0
FBXO33,6.0
CHCHD5,485.5
VAMP4,535.0
SNX33,271.0
CCL21,57.0
ZSWIM6,243.0
ZNF329,306.0
NRG1,634.0
LRRN2,501.0
HADHB,506.0
CD164L2,180.0
ARMC6,175.0
PIF1,1.0
SLBP,10.0
POR,222.0
EFCAB11,51.0
ITPRIPL1,366.0
NACC2,43.0
TUBE1,388.0
GATAD1,575.0
USF2,535.0
TLR7,37.0
ORAI2,454.0
FAM184A,1.0
PPP1CA,235.0
CLCN2,0.0
TRAPPC8,380.0
COL27A1,208.0
CXXC1,435.0
TRABD2A,29.0
ESCO2,1.0
TMEM206,23.0
PINLYP,413.0
MSN,6.0
PHC3,191.0
ADAMTS2,411.0
NCS1,8.0
RBM17,137.0
TRIM24,293.0
OST4,228.0
PRIM1,18.0
UGCG,410.0
NAPSA,0.0
FAM150B,36.0
FCGR1B,10.0
POLRMT,193.0
PRG4,33.0
C1orf106,16.0
CBL,304.0
EIF2A,49.0
AMBRA1,417.0
SLC40A1,3.0
HIVEP1,376.0
AIM1L,99.0
SLC25A46,77.0
GNE,347.0
RAB31,106.0
ADM,176.0
VPS8,232.0
EML4,570.0
SLC51A,146.0
DEPDC1,1.0
SMKR1,178.0
ZSCAN31,486.0
ALG1L,3.0
ASS1,510.0
MGLL,0.0
RICTOR,600.0
ZNF174,212.0
UCK2,0.0
FAM83D,2.0
ZNF341,607.0
NCLN,219.0
FDX1,88.0
LRRC14,246.0
MBD3,552.0
ZNF433,196.5
HIATL1,557.0
TTYH2,290.0
PIWIL4,348.0
ARHGAP1,601.0
CD68,23.0
ATP5I,378.0
ADAMTS16,400.0
TMEM245,93.0
COL4A5,123.0
IGF2BP3,12.0
STX5,132.0
BZW2,3.0
TNRC6C,219.0
SLC2A10,584.0
LYPD5,547.0
POLD1,6.0
C7orf26,449.0
COL6A3,348.0
MXRA7,388.0
EPS15,53.0
SMAD6,2.0
CFL2,3.0
ZNF287,417.0
KIAA1161,522.0
SRSF11,614.0
KCNAB1,67.0
ZNF704,223.0
GPSM1,199.0
CPLX1,448.0
GALNS,290.0
ZCWPW1,169.0
SWAP70,79.0
TMPPE,386.0
CHMP5,269.0
STAMBPL1,553.0
FBXO30,440.0
MAGT1,613.0
UBE4B,73.0
DHDH,210.0
B4GALT5,498.0
C20orf27,151.0
GTF2A2,173.5
RASSF3,5.0
CRIM1,76.0
